loan_id,customer_id,loan_amount,duration_months,interest_rate,loan_type,paid_on_time
3335,1575,31441.78,15,0.0803,cash,1
3336,1280,19135.39,31,0.1305,education,1
3337,4030,15937.38,12,0.0715,cash,1
3338,208,19075.98,6,0.1586,cash,1
3339,2130,33488.72,31,0.0945,cash,0
3340,1315,28933.84,32,0.1799,,1
3341,1650,16759.96,22,0.0505,cash,0
3342,2124,24227.79,39,0.1084,home_improvement,1
3343,2898,31043.79,6,0.1988,auto,0
3344,1840,23126.85,46,0.2167,cash,0
3345,2725,21086.53,28,0.1403,home_improvement,1
3346,3585,2000.0,10,,auto,1
3347,891,31211.84,57,0.1458,auto,1
3348,2050,10745.14,37,0.2426,cash,0
3349,2684,3163.57,31,0.1266,home_improvement,1
3350,1902,3761.31,39,0.1402,home_improvement,1
3351,2776,12304.03,36,0.0874,home_improvement,0
3352,4062,24373.7,43,0.1061,cash,1
3353,3057,30445.71,45,0.162,education,1
3354,2320,23074.91,20,0.1847,cash,1
3355,3316,35619.62,41,0.1551,cash,1
3356,4928,16371.71,48,0.1815,auto,1
3357,88,17911.35,13,0.09,home_improvement,1
3358,2873,3199.16,49,0.085,cash,1
3359,27,14817.76,25,0.1797,cash,1
3360,4687,2000.0,13,0.1162,cash,1
3361,3677,7924.49,45,0.0813,home_improvement,1
3362,4411,25671.11,48,0.1501,cash,1
3363,2859,4816.33,36,0.1443,home_improvement,1
3364,2071,5706.26,39,0.1305,education,1
3365,24,4179.74,30,0.2194,education,1
3366,3064,26987.32,30,0.2337,cash,1
3367,4541,34750.13,23,0.188,auto,1
3368,705,19327.4,48,0.1615,cash,1
3369,1222,28485.96,32,0.209,auto,1
3370,2636,9523.41,13,0.1479,cash,0
3371,2668,31069.04,19,0.1303,home_improvement,1
3372,2120,13558.85,25,0.1108,auto,1
3373,738,26008.21,47,0.1009,cash,1
3374,2419,19755.0,55,0.1864,education,1
3375,2520,2738.28,15,0.0649,education,1
3376,922,12033.57,13,0.1103,cash,1
3377,3041,21539.86,34,0.1223,auto,1
3378,4332,3353.16,57,0.0696,education,1
3379,436,22669.0,21,0.1204,home_improvement,1
3380,400,7253.55,40,0.1447,home_improvement,1
3381,2836,24865.65,45,0.1914,auto,1
3382,3907,7754.62,6,0.1147,cash,1
3383,512,23988.64,26,0.145,cash,0
3384,4721,27349.47,14,0.0653,cash,1
3385,2385,18487.41,60,0.0792,auto,0
3386,532,19278.83,8,0.0448,home_improvement,1
3387,2237,33369.89,13,0.1889,cash,1
3388,2169,12951.09,48,0.1236,auto,1
3389,1952,15191.8,14,0.151,cash,0
3390,2925,25765.88,19,0.1662,cash,1
3391,1234,23800.85,36,0.1804,cash,1
3392,4957,17814.53,37,0.2403,cash,0
3393,1430,9064.76,60,,home_improvement,1
3394,4327,28762.65,52,0.1044,auto,1
3395,4094,8856.18,52,0.1749,cash,1
3396,2072,40503.86,55,0.2581,education,0
3397,965,9240.18,36,0.113,cash,1
3398,4840,10052.85,52,0.1003,auto,0
3399,2865,23075.69,44,0.03,cash,0
3400,1657,24942.08,33,0.0366,cash,1
3401,755,11234.35,57,0.211,home_improvement,1
3402,1700,35231.86,13,0.1313,cash,0
3403,3262,22967.57,27,0.0831,auto,1
3404,2532,17768.84,25,0.1402,cash,1
3405,334,23474.03,35,0.2701,cash,1
3406,3898,30896.09,24,0.1402,home_improvement,1
3407,1607,34483.06,29,0.2357,auto,1
3408,961,21735.77,60,0.0932,auto,1
3409,3499,8533.27,47,0.213,education,0
3410,3713,8673.53,50,0.1119,auto,1
3411,4110,7265.7,25,0.1015,cash,1
3412,14,14217.49,23,0.093,auto,1
3413,1937,20340.08,34,0.1238,cash,0
3414,1313,21925.44,28,0.1888,cash,0
3415,2904,30140.02,41,0.1159,auto,0
3416,4873,2000.0,20,0.1935,auto,1
3417,600,19903.16,13,0.1041,auto,1
3418,3283,24147.3,28,0.1359,cash,1
3419,2223,2000.0,51,0.1135,auto,1
3420,2313,24081.94,10,0.2306,cash,0
3421,4710,44570.74,10,0.1659,cash,0
3422,3659,26960.26,51,0.1542,home_improvement,0
3423,474,22770.97,26,0.1261,cash,0
3424,2177,17537.6,35,0.1109,auto,1
3425,3713,22095.13,48,0.0897,cash,1
3426,534,33834.18,39,0.2061,auto,0
3427,2530,16879.3,59,0.0593,cash,1
3428,2488,30742.21,16,0.1219,cash,0
3429,367,24177.12,51,0.1841,home_improvement,0
3430,4778,34639.31,30,0.0562,cash,0
3431,1851,29801.44,12,0.1489,home_improvement,0
3432,1364,21705.84,31,,cash,1
3433,446,21125.59,33,0.1413,cash,1
3434,265,17180.55,11,0.1316,cash,1
3435,981,28792.28,32,0.03,cash,1
3436,3707,14688.12,7,0.1719,cash,0
3437,1340,21023.72,42,0.0906,cash,0
3438,2273,18259.24,39,0.1126,education,1
3439,3308,7928.98,12,0.1425,cash,1
3440,1674,21983.67,37,0.1588,cash,1
3441,2037,6271.93,20,0.1624,cash,1
3442,2438,15966.17,41,0.1795,auto,0
3443,4521,26004.28,19,0.03,cash,0
3444,4650,21520.16,55,0.1641,auto,1
3445,1449,21376.57,34,0.1405,auto,1
3446,1252,12217.55,60,0.1123,education,1
3447,2021,29439.81,10,0.1531,cash,1
3448,1003,12024.62,52,0.186,auto,0
3449,2843,26357.19,9,0.0962,cash,0
3450,2670,31689.73,7,0.2101,cash,0
3451,2329,6225.06,15,0.1973,home_improvement,1
3452,2317,16341.67,22,0.1585,home_improvement,0
3453,4296,15514.27,55,0.0788,cash,1
3454,749,22456.02,48,0.2477,auto,1
3455,3833,11509.09,10,0.1542,auto,0
3456,2904,9511.25,55,0.1474,cash,1
3457,3965,19517.67,18,0.1457,cash,0
3458,2873,14949.88,56,0.1676,home_improvement,0
3459,3856,18686.36,17,0.1863,cash,1
3460,3028,28034.28,42,0.1387,cash,0
3461,3560,5443.43,40,0.0779,cash,1
3462,2068,18976.05,52,0.1917,home_improvement,1
3463,4470,14681.25,40,0.0992,cash,1
3464,1451,20212.95,14,0.0898,auto,0
3465,3587,14716.93,60,0.1368,cash,1
3466,1642,9378.36,27,0.1172,cash,0
3467,3957,23537.52,57,,cash,1
3468,4172,44942.92,10,0.1685,cash,1
3469,924,19094.74,55,0.1165,cash,1
3470,3126,13464.78,21,0.1461,cash,0
3471,2641,13437.35,59,0.1157,auto,1
3472,1991,28412.41,48,0.1783,cash,1
3473,1396,12107.36,59,0.1645,education,1
3474,3067,31696.67,16,0.1759,home_improvement,1
3475,4118,5268.78,46,0.1258,cash,1
3476,1749,21730.94,46,0.1529,home_improvement,1
3477,1671,25970.18,55,0.1655,cash,1
3478,4314,26862.04,48,0.1774,cash,1
3479,3778,26230.48,11,0.1731,cash,0
3480,3639,22394.23,54,0.1339,home_improvement,0
3481,2962,30382.28,20,0.0825,cash,0
3482,505,11081.28,59,0.1651,cash,1
3483,753,14202.78,48,0.1626,auto,1
3484,281,16372.61,47,0.085,auto,0
3485,1572,33351.65,41,0.1823,cash,0
3486,168,24195.79,43,0.1478,auto,1
3487,2356,26137.38,37,0.1336,auto,1
3488,138,18388.14,49,0.1507,cash,1
3489,4978,27351.27,56,0.1866,cash,1
3490,2485,6031.89,16,0.2179,auto,1
3491,65,16319.82,51,0.1373,auto,0
3492,905,18043.54,46,0.1285,,0
3493,939,15731.11,38,0.1704,cash,1
3494,3373,17108.59,56,0.073,cash,1
3495,3850,24921.71,57,0.1831,education,1
3496,2414,22145.24,30,0.0723,cash,0
3497,3635,30743.1,9,0.0713,cash,0
3498,468,2000.0,7,0.2177,cash,1
3499,1569,33394.24,39,0.0359,cash,1
3500,30,14152.52,24,0.2054,education,1
3501,2037,31843.8,18,0.218,home_improvement,1
3502,184,16242.13,11,0.157,cash,1
3503,3955,23325.71,20,0.1703,home_improvement,1
3504,2667,10308.69,40,0.0613,cash,1
3505,3767,9054.79,49,0.1154,auto,1
3506,2934,25230.17,51,0.1579,cash,1
3507,187,2000.0,42,0.1565,auto,1
3508,1766,9063.43,11,0.1622,auto,1
3509,62,26900.17,44,0.1564,cash,1
3510,395,16270.63,29,0.1411,home_improvement,1
3511,4701,12060.2,13,0.0789,cash,0
3512,4674,33705.18,42,0.1576,home_improvement,1
3513,599,36869.41,58,0.0832,education,1
3514,2029,20003.76,55,0.1218,cash,1
3515,1445,31463.64,48,0.2096,education,1
3516,2147,33653.33,18,0.0618,home_improvement,1
3517,3050,19853.16,33,0.1338,,1
3518,1908,15390.08,35,0.1834,cash,0
3519,4061,20798.47,28,0.1719,cash,1
3520,298,6909.49,6,0.1553,cash,1
3521,2918,25111.51,37,0.1061,home_improvement,0
3522,3553,17034.99,27,0.2055,cash,1
3523,2778,20508.35,24,0.0788,cash,1
3524,3325,20378.08,24,0.1746,cash,0
3525,3096,12372.29,46,0.1477,education,0
3526,823,19677.62,15,0.1007,auto,0
3527,3947,7765.45,36,0.1205,cash,1
3528,1343,15658.74,13,0.2306,home_improvement,1
3529,891,9980.12,57,0.0819,cash,1
3530,2735,12110.26,26,0.052,home_improvement,0
3531,3177,2000.0,56,0.1081,auto,0
3532,1884,16136.71,9,0.1606,cash,1
3533,303,24369.87,46,0.2112,cash,1
3534,4990,21600.15,55,0.1413,cash,1
3535,4066,29755.12,14,0.0586,home_improvement,1
3536,2483,11425.68,58,0.1448,cash,1
3537,1748,15691.74,57,0.1828,education,1
3538,4412,28254.27,53,0.156,cash,1
3539,1774,19220.68,45,0.1647,home_improvement,1
3540,1024,21665.0,6,0.0464,cash,0
3541,1261,39027.62,12,0.0729,cash,0
3542,2782,17712.15,24,0.1333,education,1
3543,3735,15642.73,48,0.1967,cash,1
3544,1609,11063.23,30,0.1005,home_improvement,1
3545,966,17397.08,8,0.1502,auto,1
3546,4673,29195.92,24,,cash,1
3547,485,25162.2,52,0.0879,home_improvement,1
3548,2756,32893.16,50,0.1032,,1
3549,889,23247.58,51,0.1387,cash,1
3550,3270,2000.0,43,0.1217,auto,1
3551,1876,25661.76,15,0.181,cash,0
3552,381,20938.3,16,0.119,home_improvement,0
3553,837,20015.4,60,0.1844,cash,1
3554,2439,30964.07,10,0.1219,home_improvement,1
3555,724,17530.73,49,0.1412,cash,1
3556,2898,25217.03,38,0.18,auto,0
3557,4004,10309.31,8,0.1346,education,1
3558,1453,6335.6,52,0.1187,education,1
3559,4686,14610.76,55,0.1365,home_improvement,1
3560,3679,17176.88,40,0.1847,home_improvement,1
3561,427,24932.29,60,0.1566,auto,1
3562,2333,10122.93,19,0.0328,cash,0
3563,2770,33562.65,58,0.1039,cash,0
3564,2807,11309.62,36,0.1043,auto,0
3565,2303,19206.82,42,0.1692,cash,1
3566,1805,20104.67,35,0.0442,auto,0
3567,2845,22693.27,54,0.154,auto,1
3568,3383,24057.08,49,0.1718,auto,1
3569,4240,40358.74,50,0.1718,auto,1
3570,516,14576.29,29,0.1358,home_improvement,1
3571,694,22814.64,57,0.0592,cash,1
3572,2532,19248.05,45,0.1271,auto,1
3573,2121,28846.25,25,0.2137,auto,0
3574,4479,24039.86,20,0.1102,cash,1
3575,2869,21977.86,49,0.249,auto,1
3576,1176,6555.65,7,0.1806,cash,0
3577,4252,15921.87,55,,home_improvement,1
3578,4343,11210.79,48,0.1513,home_improvement,1
3579,205,15975.38,37,0.1587,,1
3580,4426,12566.97,60,0.1111,auto,1
3581,1819,15336.35,20,0.1193,home_improvement,1
3582,1153,16301.06,60,0.2397,auto,1
3583,577,16458.12,13,0.2146,cash,0
3584,404,17351.78,47,0.1211,auto,1
3585,299,11647.56,17,0.1011,cash,1
3586,3823,20333.27,42,0.0603,cash,1
3587,4522,11883.03,25,0.2478,education,0
3588,4793,14610.31,26,0.1912,cash,0
3589,2552,19548.3,20,0.2023,home_improvement,0
3590,1279,2000.0,56,0.1128,auto,1
3591,4444,42424.0,36,0.1095,cash,0
3592,4566,24722.87,32,0.0939,home_improvement,1
3593,2006,22878.5,20,0.03,cash,1
3594,1041,15303.44,45,0.0963,education,1
3595,4197,20845.74,19,0.156,auto,1
3596,1797,9111.06,37,0.1524,cash,1
3597,2684,24412.05,26,0.1092,cash,1
3598,4430,4845.91,55,0.1727,home_improvement,1
3599,832,8580.0,22,0.1063,home_improvement,0
3600,1521,13610.62,43,0.1784,cash,0
3601,1059,33589.14,15,0.1777,home_improvement,0
3602,3779,10083.18,22,0.181,auto,1
3603,588,23003.14,34,0.1437,auto,1
3604,735,2000.0,56,0.0992,auto,1
3605,1654,20223.28,28,0.0804,cash,1
3606,1894,35616.59,15,0.0316,cash,1
3607,3727,24502.28,55,0.1779,auto,1
3608,4704,2000.0,17,0.0557,cash,1
3609,2974,20391.58,18,0.1332,home_improvement,0
3610,1132,15823.85,25,0.1509,cash,1
3611,3306,31037.39,50,0.0865,cash,1
3612,3509,19098.46,26,0.1338,home_improvement,1
3613,423,7038.86,58,0.1559,auto,1
3614,4598,18772.97,51,0.1263,auto,0
3615,2557,13734.32,51,0.163,home_improvement,1
3616,3925,2000.0,30,0.1178,auto,0
3617,257,18431.79,51,0.1261,home_improvement,1
3618,4740,20040.12,54,0.0956,cash,1
3619,4862,23431.96,27,0.1332,home_improvement,1
3620,4719,29157.57,24,0.1403,cash,1
3621,2646,17473.27,11,0.0938,cash,0
3622,569,6488.56,27,0.1614,auto,1
3623,2258,12469.81,32,0.03,home_improvement,1
3624,3009,19832.45,47,0.1941,cash,1
3625,2243,30936.99,36,0.0691,cash,0
3626,2135,20035.58,19,0.192,cash,1
3627,1750,18810.21,22,0.171,cash,1
3628,3414,17872.35,12,0.1906,cash,1
3629,2864,19926.3,18,0.0837,cash,1
3630,3713,37194.01,13,0.1298,cash,0
3631,401,19240.63,48,0.1547,cash,1
3632,1227,17627.75,18,0.1614,home_improvement,1
3633,4395,20344.38,8,0.182,cash,1
3634,4000,13912.91,39,0.1726,cash,1
3635,3369,5948.38,36,0.1638,cash,1
3636,2047,4339.97,8,0.1646,auto,1
3637,2140,13458.96,43,0.1742,home_improvement,1
3638,3284,30631.06,42,0.141,home_improvement,1
3639,3857,30503.82,58,0.1973,cash,1
3640,2139,9956.14,48,0.1362,auto,1
3641,4488,18576.56,49,0.0554,education,1
3642,1731,21183.77,47,0.2023,cash,1
3643,1603,13475.63,41,0.1634,home_improvement,1
3644,3470,31778.17,40,0.1326,home_improvement,1
3645,3953,26858.26,40,,home_improvement,1
3646,2710,23247.73,30,0.2154,education,1
3647,4759,20616.62,11,0.145,cash,1
3648,4265,5932.79,60,0.216,auto,1
3649,1036,32212.72,59,0.1636,cash,1
3650,3931,25224.62,10,0.1219,cash,1
3651,4054,23683.34,49,0.0745,home_improvement,1
3652,4342,13358.44,47,0.1446,home_improvement,1
3653,2628,14139.08,19,0.2057,cash,1
3654,3829,24450.99,27,,auto,1
3655,3620,29920.15,48,0.1583,cash,1
3656,4585,35523.58,51,0.2168,cash,1
3657,1485,13381.71,27,0.0514,cash,1
3658,784,18570.12,40,0.1599,home_improvement,0
3659,3833,2000.0,31,0.1677,cash,0
3660,3203,2000.0,13,0.1578,cash,1
3661,4883,24719.49,14,0.0548,cash,1
3662,413,12320.27,52,0.102,cash,1
3663,174,2240.95,6,0.0357,auto,0
3664,2499,9533.34,10,0.0741,cash,1
3665,3037,23085.43,22,0.1822,cash,1
3666,4307,23455.18,50,0.1235,cash,1
3667,3342,5264.71,44,0.181,home_improvement,1
3668,3628,31127.77,37,0.1782,cash,1
3669,1940,13738.71,40,0.0838,cash,1
3670,2915,22474.19,14,0.1485,cash,1
3671,703,20338.65,14,0.0607,education,1
3672,3470,19895.98,38,0.1537,auto,1
3673,702,11567.56,25,0.1612,cash,1
3674,867,19781.14,36,0.1286,auto,0
3675,830,22424.33,41,0.0559,home_improvement,1
3676,4655,18206.16,23,0.0656,auto,1
3677,870,20908.32,52,0.2671,cash,1
3678,1063,29916.35,50,0.1711,cash,0
3679,4978,15758.7,11,0.1261,auto,0
3680,835,25880.22,12,0.188,cash,1
3681,2720,18106.3,17,0.2136,cash,0
3682,701,32820.88,13,0.2005,home_improvement,1
3683,2239,7346.2,36,0.1303,auto,1
3684,4682,31734.24,19,0.1233,cash,0
3685,1644,15215.19,41,0.1798,auto,1
3686,2305,39006.07,53,0.1282,home_improvement,1
3687,4381,23917.51,13,,auto,1
3688,2666,27652.24,15,0.1456,auto,1
3689,4743,18551.74,15,0.1797,cash,1
3690,1896,26126.46,50,0.192,auto,1
3691,1159,26122.8,59,0.0751,,1
3692,137,18718.27,48,,cash,1
3693,1978,26878.67,43,0.1974,home_improvement,1
3694,334,2000.0,39,0.0997,auto,1
3695,2880,14202.73,17,0.1126,cash,0
3696,79,20192.62,31,0.2001,cash,1
3697,515,24517.04,56,0.2164,home_improvement,1
3698,2695,28748.13,25,0.03,cash,1
3699,3039,17725.73,7,0.1999,cash,1
3700,968,16485.97,17,0.03,cash,1
3701,3713,27843.71,33,0.1368,auto,1
3702,2011,30363.92,44,0.0707,cash,0
3703,936,26658.76,29,0.1126,cash,1
3704,2302,18622.64,31,0.1452,cash,0
3705,4615,42937.11,44,0.1665,home_improvement,1
3706,2663,20714.18,21,0.2115,cash,1
3707,4274,21947.89,49,0.0727,cash,1
3708,4465,34696.46,23,0.1978,cash,1
3709,1132,33752.49,12,0.1261,home_improvement,1
3710,217,26367.61,13,0.1272,auto,0
3711,3355,11884.95,25,0.225,cash,1
3712,2472,21013.95,8,0.1821,cash,1
3713,1799,24656.96,16,0.0559,cash,0
3714,660,37568.58,30,0.1361,cash,0
3715,738,46547.78,57,0.1026,cash,1
3716,4633,14608.86,59,0.1183,auto,0
3717,717,27673.96,48,0.1334,home_improvement,0
3718,4588,12665.1,57,0.1632,home_improvement,1
3719,1327,18876.19,39,0.0772,cash,1
3720,700,12192.5,13,0.1289,cash,1
3721,2600,35023.11,42,0.1203,auto,1
3722,587,22140.5,36,0.1592,auto,1
3723,1363,22640.98,52,0.1374,auto,1
3724,550,20443.33,25,0.1869,,1
3725,99,23386.69,51,0.1529,cash,0
3726,491,23694.22,41,0.1702,cash,1
3727,4842,13833.23,46,0.1516,auto,0
3728,791,4809.68,7,0.0825,auto,1
3729,1107,8053.23,59,0.1213,cash,1
3730,779,5503.67,35,0.1066,cash,1
3731,376,21754.21,41,0.1779,education,1
3732,818,12651.7,31,0.1826,auto,1
3733,515,28820.9,13,0.1359,auto,0
3734,743,22165.96,36,0.1473,cash,1
3735,2285,3481.21,44,0.061,home_improvement,1
3736,1890,16305.66,14,0.1205,cash,0
3737,900,2000.0,26,0.03,cash,1
3738,1270,9702.16,40,0.1805,cash,1
3739,2330,15587.58,21,0.2514,cash,1
3740,2086,11491.71,22,0.1133,cash,1
3741,603,36964.25,12,0.1514,cash,0
3742,4469,26739.16,33,0.1609,cash,1
3743,1948,17049.6,12,0.0832,cash,1
3744,1760,32841.95,53,0.1334,auto,1
3745,2870,11229.8,15,0.1634,cash,1
3746,1433,17010.37,11,0.1484,cash,0
3747,3112,27685.14,56,0.143,home_improvement,1
3748,4572,9959.37,27,0.1252,cash,1
3749,4223,26165.31,16,0.0992,cash,0
3750,1609,22635.05,36,0.1738,auto,0
3751,473,25292.69,11,0.228,home_improvement,0
3752,611,36176.64,28,0.0397,auto,1
3753,1054,24099.82,42,0.0323,cash,1
3754,3095,21134.36,32,0.0793,auto,1
3755,2467,6523.8,56,0.1179,cash,0
3756,1409,21892.57,45,0.1269,auto,1
3757,979,15680.49,41,0.1464,cash,1
3758,2600,18891.85,42,0.1436,cash,1
3759,4808,15739.1,43,0.1331,cash,1
3760,3840,24423.61,32,0.2036,cash,1
3761,1282,11084.44,11,0.0937,,1
3762,2828,21908.46,20,0.1854,cash,1
3763,2542,10625.84,23,0.2393,home_improvement,0
3764,4044,3811.37,20,0.0665,cash,0
3765,1723,16924.39,21,0.0425,cash,1
3766,1724,24175.04,48,0.1493,auto,0
3767,2241,13007.04,57,0.1723,home_improvement,1
3768,844,21229.32,30,0.1418,cash,0
3769,4350,16733.18,32,0.0337,auto,0
3770,1974,10681.2,24,0.0557,home_improvement,1
3771,4305,25015.67,40,0.1146,auto,1
3772,2060,14138.07,43,0.1608,cash,1
3773,3380,23371.6,9,0.1223,auto,1
3774,3580,6858.32,33,0.1507,cash,1
3775,3957,21231.29,29,0.1493,cash,1
3776,3435,25614.74,30,0.1866,cash,0
3777,3449,23165.95,33,0.082,cash,1
3778,1547,28032.87,13,0.1444,home_improvement,0
3779,314,25809.45,49,0.2119,cash,0
3780,4647,22692.95,55,0.1005,cash,0
3781,4224,27614.1,11,0.1087,cash,1
3782,1378,16636.18,51,0.1443,cash,1
3783,105,24691.51,36,0.0871,cash,1
3784,4983,20196.02,52,0.0818,home_improvement,1
3785,412,36655.53,16,0.1226,cash,1
3786,164,22461.46,16,0.1278,home_improvement,1
3787,4943,8430.86,6,0.1776,auto,1
3788,3369,22277.3,33,0.0952,cash,1
3789,3012,11439.04,28,0.1415,cash,1
3790,3102,26556.4,58,0.2017,cash,0
3791,3708,26718.46,36,0.1987,cash,1
3792,2925,14518.36,57,0.1345,cash,1
3793,3735,10659.5,20,0.1494,cash,0
3794,3896,21194.89,8,0.0947,cash,1
3795,1057,11864.34,51,0.1544,auto,1
3796,2955,12453.93,6,0.2165,home_improvement,0
3797,1660,15445.43,52,0.205,cash,1
3798,3050,25618.8,34,0.1389,home_improvement,1
3799,852,6644.57,37,0.1573,cash,1
3800,4387,13209.64,17,0.1032,cash,1
3801,1328,41588.64,20,0.0935,auto,1
3802,934,37584.24,17,0.1218,auto,1
3803,609,30888.19,46,0.1535,home_improvement,1
3804,2656,20394.11,31,0.1761,auto,1
3805,1781,26767.95,11,0.136,cash,0
3806,3561,16537.57,8,0.162,cash,0
3807,2088,2000.0,45,0.03,cash,1
3808,1540,14868.09,42,0.1485,home_improvement,1
3809,1571,15734.18,23,0.109,,1
3810,1098,20254.05,25,0.0775,cash,1
3811,3489,24346.76,50,0.1627,auto,1
3812,645,34858.34,10,0.2124,cash,1
3813,4557,20286.02,58,0.1393,auto,1
3814,1314,10968.31,52,0.184,,1
3815,50,18236.65,13,0.1191,auto,1
3816,3331,25796.95,34,0.2426,cash,1
3817,3556,18990.05,37,0.0612,auto,1
3818,3075,12768.33,56,0.135,cash,0
3819,1807,24721.16,38,0.1776,auto,1
3820,859,9714.82,6,0.1385,cash,1
3821,4367,12092.85,21,0.2088,home_improvement,1
3822,2456,23744.83,38,0.0363,auto,0
3823,2378,12933.09,26,0.1344,cash,1
3824,1069,16827.05,31,0.1275,cash,1
3825,3910,20143.15,57,0.1345,cash,1
3826,4680,19622.73,57,0.0609,auto,1
3827,3226,11290.89,20,0.1254,cash,1
3828,3621,22959.93,15,0.1231,auto,1
3829,3546,11742.0,58,0.1522,home_improvement,1
3830,867,34855.82,36,0.1949,cash,1
3831,2319,16387.44,38,0.1456,cash,1
3832,1449,25471.05,15,0.1609,education,1
3833,2014,26598.3,41,0.2029,auto,1
3834,4266,16806.14,53,0.1995,auto,1
3835,4157,11296.26,13,0.03,auto,0
3836,2786,26566.94,24,0.1799,cash,0
3837,584,7196.62,28,0.1796,home_improvement,0
3838,1780,8571.92,30,0.1269,cash,1
3839,3617,25462.84,18,0.1171,cash,0
3840,2993,18192.96,43,0.0835,auto,1
3841,2793,13637.98,18,0.0429,home_improvement,0
3842,1948,15511.97,20,0.1825,home_improvement,1
3843,4848,12840.55,36,0.1783,auto,0
3844,4558,39630.3,12,0.135,cash,1
3845,3222,29165.52,52,0.1755,cash,1
3846,4368,12581.17,30,0.1912,home_improvement,1
3847,895,17186.16,59,0.0502,home_improvement,0
3848,802,25371.34,26,0.1525,,1
3849,3569,11217.75,6,0.1279,education,1
3850,3388,14971.48,25,0.1616,cash,1
3851,1221,17316.94,40,0.1493,auto,1
3852,4188,12067.56,6,0.1785,auto,0
3853,3738,29867.64,32,0.0609,cash,1
3854,1057,13570.76,48,0.2057,cash,1
3855,3051,18952.08,55,0.1138,education,1
3856,4358,21050.12,46,0.1333,education,0
3857,3846,34275.3,19,0.052,cash,1
3858,2098,19223.31,44,0.1348,cash,1
3859,4093,39232.59,49,0.1391,home_improvement,1
3860,1539,16735.76,28,0.136,home_improvement,1
3861,4875,18012.92,42,0.1032,auto,1
3862,4921,28432.71,33,0.079,cash,1
3863,1508,37280.69,28,0.1721,cash,1
3864,3441,17619.48,42,0.0531,cash,1
3865,4814,31125.42,59,0.1802,cash,1
3866,1453,27626.77,58,0.2247,cash,1
3867,3579,13153.0,7,0.2508,cash,0
3868,2649,19837.12,21,0.0858,cash,1
3869,2218,19633.89,51,0.1695,cash,1
3870,3218,10716.32,47,0.1119,home_improvement,1
3871,2385,21477.63,46,0.2012,cash,1
3872,3560,20720.11,39,0.1597,cash,0
3873,4800,23372.58,29,0.1254,cash,1
3874,1047,20628.54,40,0.0945,auto,1
3875,881,13994.6,51,0.1215,cash,1
3876,3083,42015.46,11,0.1063,cash,0
3877,4807,21952.62,6,0.1388,auto,0
3878,4237,31699.1,48,0.1414,cash,1
3879,2025,23942.62,9,0.1123,cash,0
3880,4019,33562.85,28,0.1078,education,0
3881,4560,13015.77,12,0.1714,home_improvement,1
3882,1472,19199.79,24,0.175,auto,0
3883,524,15967.38,16,0.0994,education,1
3884,4851,14852.31,29,0.1373,auto,1
3885,795,22407.63,6,0.0968,cash,0
3886,63,17784.06,53,0.2704,education,0
3887,1596,7155.6,44,0.093,auto,1
3888,3896,17275.47,41,0.1527,cash,1
3889,3733,16526.01,48,0.1623,cash,1
3890,1586,27926.64,6,0.1067,cash,1
3891,3430,6977.67,35,0.097,cash,1
3892,4707,15383.92,18,0.126,cash,1
3893,35,13246.47,53,0.0967,auto,0
3894,4306,26704.62,44,0.1494,cash,0
3895,3003,15090.91,10,0.0975,cash,1
3896,4406,29414.55,54,0.1473,cash,1
3897,246,19576.27,38,0.0368,cash,0
3898,1260,24407.97,35,0.0997,education,1
3899,1915,29951.32,13,0.119,cash,1
3900,3983,9180.76,38,0.19,home_improvement,1
3901,3387,17775.41,26,0.0476,home_improvement,1
3902,1664,23789.89,21,0.1908,cash,1
3903,1210,21780.94,17,0.173,cash,1
3904,2237,8327.04,13,0.0507,home_improvement,1
3905,829,26268.63,51,0.1669,cash,0
3906,4522,20429.51,30,0.0935,cash,0
3907,4155,21154.05,20,0.1686,home_improvement,1
3908,3603,18007.81,35,0.1715,auto,0
3909,2396,2000.0,24,0.1797,cash,0
3910,3203,24909.12,37,0.1114,cash,1
3911,1269,25292.21,7,0.1741,auto,0
3912,645,16207.07,16,0.217,cash,1
3913,1164,6639.31,42,0.1254,auto,1
3914,2692,15181.27,10,0.1318,cash,0
3915,4796,28954.95,59,0.1755,home_improvement,1
3916,618,16329.38,24,0.03,auto,1
3917,1525,20202.68,37,0.0909,education,1
3918,376,16997.91,50,0.1904,home_improvement,1
3919,2206,22838.45,32,0.1477,cash,0
3920,4733,8148.38,21,0.1292,cash,1
3921,256,18179.74,53,0.0929,education,1
3922,2962,29866.5,43,0.1413,cash,0
3923,774,11746.36,45,0.1135,cash,1
3924,31,17526.74,20,0.0527,auto,1
3925,2691,29476.35,10,0.2051,cash,1
3926,2346,26720.31,18,0.1053,cash,0
3927,4502,24071.49,46,0.1264,cash,0
3928,1434,23499.67,17,0.0508,cash,1
3929,3172,23357.18,48,0.1132,home_improvement,1
3930,770,17925.8,29,0.1903,auto,1
3931,2894,29919.11,22,0.1865,cash,0
3932,4096,15783.25,20,0.1413,cash,1
3933,1928,11051.4,9,0.1088,auto,1
3934,769,7544.79,25,0.1413,cash,1
3935,2528,14450.28,57,0.1653,cash,0
3936,832,14335.62,37,0.0652,cash,1
3937,3232,13597.5,48,0.1525,auto,1
3938,1164,9419.51,51,0.1783,home_improvement,0
3939,3303,23366.24,44,0.137,cash,1
3940,3563,11481.66,48,0.139,cash,0
